benchmark, unique_loop_id, loop_nest_level, dynOp_count, floatOp_count, branchOp_count, memOp_count, operands_count, implicit_instr_count, unique_pred_count, trip_count, loop_calls, reuse_count, use_count, def_count, store_count, load_count
433.milc,433.milc_401,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_402,2,31,0,0.0322581,0.645161,1.70968,0.258065,0,1,0,0,1.16129,0, 0.0645161, 0.322581
433.milc,433.milc_403,1,4,0,0.5,0.25,1.5,0,0,4,0,0,0.25,0, 0.25, 0
433.milc,433.milc_404,2,23,0,0.0434783,0.695652,1.86957,0.173913,0,4,0,0,1.13043,0, 0, 0.347826
433.milc,433.milc_405,1,4,0,0.5,0.25,1.5,0,0,4,0,0,0.25,0, 0.25, 0
433.milc,433.milc_406,2,28,0,0.178571,0.535714,1.71429,0.0357143,0.0714286,4,0,0,1.07143,0, 0.107143, 0.357143
433.milc,433.milc_407,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_408,2,67,0.0597015,0.0149254,0.746269,1.80597,0.179104,0,1,0,0,1.25373,0, 0.0298507, 0.358209
433.milc,433.milc_409,1,3,0,0.666667,0.333333,1.33333,0,0,4,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_410,1,49,0.0816327,0.0204082,0.77551,1.85714,0.122449,0,4,0,0,1.22449,0, 0.0408163, 0.367347
433.milc,433.milc_411,2,67,0.0597015,0.0149254,0.746269,1.80597,0.179104,0,4,0,0,1.25373,0, 0.0298507, 0.358209
433.milc,433.milc_412,1,3,0,0.666667,0.333333,1.33333,0,0,4,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_413,1,33,0.0606061,0.030303,0.787879,1.84848,0.121212,0,4,0,0,1.21212,0, 0.0606061, 0.363636
433.milc,433.milc_414,1,2,0,0.5,0,3.5,0,0,4,0,0,0.5,0, 0, 0
433.milc,433.milc_415,2,42,0.0238095,0.0238095,0.761905,1.83333,0.190476,0,1,0,0,1.21429,0, 0.047619, 0.333333
